"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"18-Feb-2022","EQ","111.10","112.20","108.20","111.55","108.60","109.70","110.55","148.00","67.60",30651,"3,388,370.65",681
"17-Feb-2022","EQ","114.50","114.60","110.05","111.15","111.00","111.55","111.75","148.00","67.60",49489,"5,530,496.50",1108
"16-Feb-2022","EQ","109.70","113.00","108.90","109.35","111.00","111.15","111.01","148.00","67.60",51905,"5,761,820.70",1351
"15-Feb-2022","EQ","108.50","110.60","104.00","106.75","108.75","109.35","107.55","148.00","67.60",79654,"8,566,693.50",2311
"14-Feb-2022","EQ","112.00","113.25","106.10","114.30","106.20","106.75","109.61","148.00","67.60",98340,"10,778,738.00",2258
"11-Feb-2022","EQ","116.00","117.15","113.65","117.35","114.70","114.30","115.50","148.00","63.70",54488,"6,293,117.00",1182
"10-Feb-2022","EQ","119.30","119.50","115.70","117.15","116.70","117.35","117.45","148.00","63.70",42558,"4,998,364.20",1498
"09-Feb-2022","EQ","119.50","121.45","114.05","116.40","116.50","117.15","117.97","148.00","63.70",79896,"9,425,328.90",3193
"08-Feb-2022","EQ","119.50","122.00","115.25","118.55","117.75","116.40","118.16","148.00","63.70",58314,"6,890,186.05",1717
"07-Feb-2022","EQ","115.00","119.80","114.05","120.55","117.50","118.55","116.52","148.00","63.70",157050,"18,299,728.55",4501
"04-Feb-2022","EQ","118.95","126.90","114.00","116.40","120.00","120.55","123.12","148.00","62.50",474493,"58,420,259.30",10642
"03-Feb-2022","EQ","115.30","119.30","114.20","116.15","117.40","116.40","117.37","148.00","62.50",90986,"10,678,827.95",1442
"02-Feb-2022","EQ","111.40","118.80","111.40","113.35","116.00","116.15","116.38","148.00","62.50",90187,"10,495,851.40",1737
"01-Feb-2022","EQ","111.95","114.40","109.75","110.85","112.20","113.35","112.12","148.00","62.50",47930,"5,373,792.45",1822
"31-Jan-2022","EQ","114.10","115.25","110.10","113.40","110.20","110.85","111.53","148.00","62.50",40532,"4,520,375.05",1359
"28-Jan-2022","EQ","116.95","116.95","112.80","113.70","113.50","113.40","114.70","148.00","61.25",59755,"6,854,067.70",1577
"27-Jan-2022","EQ","111.90","114.70","109.05","111.40","113.10","113.70","112.28","148.00","61.25",60769,"6,823,427.00",1497
"25-Jan-2022","EQ","108.00","112.40","106.35","108.85","112.00","111.40","110.87","148.00","61.25",78090,"8,657,837.20",1982
"24-Jan-2022","EQ","115.00","116.30","107.10","115.00","108.35","108.85","111.34","148.00","61.25",122789,"13,671,768.10",2705
"21-Jan-2022","EQ","117.70","121.90","114.20","117.65","115.50","115.00","118.46","148.00","61.25",312468,"37,013,593.40",9291
"20-Jan-2022","EQ","110.45","119.90","109.65","109.65","117.80","117.65","116.85","148.00","61.25",544875,"63,668,129.25",9371
"19-Jan-2022","EQ","110.70","111.85","108.05","112.30","110.05","109.65","110.17","148.00","61.25",48600,"5,354,487.80",2059
"18-Jan-2022","EQ","110.85","115.75","110.70","109.85","112.45","112.30","113.56","148.00","61.25",230512,"26,176,565.65",4426
"17-Jan-2022","EQ","106.85","110.95","105.85","106.70","109.90","109.85","109.10","148.00","61.25",147054,"16,043,233.80",2899
"14-Jan-2022","EQ","107.80","107.80","105.90","105.90","106.85","106.70","106.65","148.00","61.25",49475,"5,276,581.80",1041
"13-Jan-2022","EQ","108.75","108.90","105.70","107.15","106.15","105.90","106.51","148.00","61.25",58331,"6,212,944.00",1250
"12-Jan-2022","EQ","108.00","109.55","106.50","107.55","107.00","107.15","107.90","148.00","61.25",51755,"5,584,117.55",1176
